,IL,cation,anion,x_CO2,T (K),P (bar),x_CO2_hat,residual,relative err.,set,[CH3],[CH2],[CH],[OCH2],[OCH3],[CF2],[CF3],[OH],CH=CH,CH=CH2,[Im13],[MIm],[MMIM],[Py],[MPy],[MPyrro],[MPip],[NH3],[NH2],[NH],[N],[P],[S],[BF4],[Cl],[DCA],[NO3],[PF6],[SCN],[TCB],[C(CN)3],[HSO4],[FSA],[Tf2N],[BETA],[FOR],[TFA],[C3F7CO2],[MeSO4],[EtSO4],[MDEGSO4],[MeSO3],[TfO],[NfO],[TDfO],[TOS],[C12PhSO3],[DMPO4],[DEPO4],[DBPO4],[methide]
2406,[BMIM][NO3],[BMIM],[NO3],0.48,333.15,84.35,0.37269738,0.10730261683464,22.4,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7846,[OMIM][BF4],[OMIM],[BF4],0.483373505242943,273.2,12.3,0.36757317,0.115800333388924,24,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,[BMIM][PF6],[BMIM],[PF6],0.495,333.15,56.54,0.3892126,0.105787391662598,21.4,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,[EMIM][MeSO4],[EMIM],[MeSO4],0.51,299.6,52.1,0.3706109,0.139389107227325,27.3,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9437,[C12MIM][Tf2N],[C12MIM],[Tf2N],0.5118,333.15,55.6,0.62840945,-0.116609445285797,22.8,test,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,[HMIM][PF6],[HMIM],[PF6],0.512,303.15,28.7,0.4001512,0.111848806858063,21.8,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.521,303.15,15.5,0.3986109,0.122389110088348,23.5,test,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6662,[C7MPYR][Tf2N],[C7MPYR],[Tf2N],0.521,303.15,15.5,0.3986109,0.122389110088348,23.5,train,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,[BMIM][NO3],[BMIM],[NO3],0.522,333.15,93.17,0.4044608,0.117539212226868,22.5,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548,[BMIM][Tf2N],[BMIM],[Tf2N],0.5296,273.15,15,0.4098599,0.119740104293823,22.6,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,[EMIM][BF4],[EMIM],[BF4],0.5452,308.15,70,0.44328249,0.10191751499176,18.7,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7840,[OMIM][BF4],[OMIM],[BF4],0.552162018900107,273.2,15.5,0.41923672,0.1329252992918,24.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7851,[OMIM][BF4],[OMIM],[BF4],0.554158939288531,258.2,10.4,0.4383576,0.115801347659503,20.9,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,[BMIM][PF6],[BMIM],[PF6],0.564,333.15,71.43,0.443689,0.120311011314392,21.3,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,[EMIM][BF4],[EMIM],[BF4],0.5762,308.15,80,0.4739936,0.102206400585175,17.7,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,[BMIM][PF6],[BMIM],[PF6],0.581,323.15,70.19,0.47466028,0.106339722633362,18.3,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,333.45,23.5,0.49298555,0.100014453411102,16.9,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,373.65,33.9,0.49252707,0.100472932338715,16.9,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,323.75,21.3,0.48487806,0.108121936798096,18.2,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,313.05,18.8,0.46804512,0.124954884529114,21.1,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,303.85,16.5,0.44455302,0.148446982383728,25,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.593,295.65,14.3,0.41494417,0.178055828094482,30,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,[BMIM][BF4],[BMIM],[BF4],0.6017,327.91,467.2,0.7022599,-0.10055989818573,16.7,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,[OMIM][BF4],[OMIM],[BF4],0.605,333.15,84.14,0.49782062,0.107179384231567,17.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7839,[OMIM][BF4],[OMIM],[BF4],0.606159782230581,273.2,18.2,0.45941597,0.146743809997762,24.2,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,[HOC2MIM][TFA],[HOC2MIM],[TFA],0.61,333.6,82.3,0.44645393,0.163546071052551,26.8,train,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,[BMIM][PF6],[BMIM],[PF6],0.616,313.15,70.33,0.51409584,0.101904157161713,16.5,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7540,[BMIM][Tf2N],[BMIM],[Tf2N],0.617,273.15,20,0.5066225,0.110377506732941,17.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7857,[OMIM][BF4],[OMIM],[BF4],0.619110906070781,243.2,8.4,0.49512494,0.12398596996696,20,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,[BMIM][PF6],[BMIM],[PF6],0.62,333.15,83.77,0.47878456,0.141215438842773,22.8,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7845,[OMIM][BF4],[OMIM],[BF4],0.624163498267304,258.2,13,0.4897294,0.134434093817841,21.5,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367,[HOC2MIM][TFA],[HOC2MIM],[TFA],0.63,314.2,81.2,0.5212025,0.108797495365143,17.3,train,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3283,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.6309,296.05,21.1,0.5237489,0.107151125335693,17,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,[BMIM][PF6],[BMIM],[PF6],0.64,323.15,84.19,0.5113215,0.128678514957428,20.1,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,[OMIM][BF4],[OMIM],[BF4],0.651,333.15,93.73,0.52373266,0.127267337799072,19.5,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,[HMIM][PF6],[HMIM],[PF6],0.658436858369319,243.2,11.4,0.5095583,0.148878538323848,22.6,train,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,[EMIM][Tf2N],[EMIM],[Tf2N],0.667,313.2,47.3,0.55234206,0.114657942771912,17.2,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,[BMIM][PF6],[BMIM],[PF6],0.667,333.15,93.01,0.49959767,0.167402331352234,25.1,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,[OMIM][BF4],[OMIM],[BF4],0.671,323.15,92.28,0.55287254,0.118127461433411,17.6,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,[BMIM][PF6],[BMIM],[PF6],0.675,323.15,92.46,0.5277578,0.147242176532745,21.8,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,[OMIM][BF4],[OMIM],[BF4],0.676672800538348,273.2,21.91,0.50983727,0.166835530755328,24.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,[OMIM][BF4],[OMIM],[BF4],0.678202879779806,258.2,15.09,0.5286196,0.149583292358389,22.1,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,[OMIM][PF6],[OMIM],[PF6],0.682,333.15,84.6,0.5590218,0.122978229045868,18,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,[BMIM][PF6],[BMIM],[PF6],0.698,313.15,84.95,0.54838955,0.149610445976257,21.4,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7852,[OMIM][BF4],[OMIM],[BF4],0.702481494866541,243.2,10.11,0.5355175,0.166963981114557,23.8,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,[OMIM][PF6],[OMIM],[PF6],0.705,323.15,92.67,0.60445493,0.100545065402985,14.3,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,[OMIM][BF4],[OMIM],[BF4],0.708,313.15,92.9,0.5958239,0.112176115989685,15.8,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,[OMIM][PF6],[OMIM],[PF6],0.726,333.15,92.88,0.57585466,0.150145340919495,20.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,[BMIM][PF6],[BMIM],[PF6],0.729,313.15,95.67,0.56597066,0.163029340744019,22.4,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848,[OMIM][BF4],[OMIM],[BF4],0.74938474464557,243.2,11.3,0.5627707,0.186614020349,24.9,test,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7836,[OMIM][BF4],[OMIM],[BF4],0.749846494763572,258.2,18.56,0.5885395,0.161307013600547,21.5,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,[OMIM][PF6],[OMIM],[PF6],0.755,313.15,92.67,0.64070725,0.11429274559021,15.1,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6484,[OMIM][Tf2N],[OMIM],[Tf2N],0.7915,313.2,55.4,0.68308157,0.108418432712555,13.7,train,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8346,[BMIM][NfO],[BMIM],[NfO],0.7931,308.2,62.12,0.671486,0.121613979911804,15.3,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8343,[BMIM][NfO],[BMIM],[NfO],0.7931,313.2,63.57,0.65168995,0.141410053348541,17.8,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8342,[BMIM][NfO],[BMIM],[NfO],0.7931,318.2,65.5,0.6353427,0.157757282829285,19.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8341,[BMIM][NfO],[BMIM],[NfO],0.9,303.2,78,0.7643767,0.135623300075531,15.1,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8340,[BMIM][NfO],[BMIM],[NfO],0.9,308.2,79.62,0.74120325,0.158796751499176,17.6,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8339,[BMIM][NfO],[BMIM],[NfO],0.9,313.2,81.15,0.7197948,0.180205190181732,20,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8338,[BMIM][NfO],[BMIM],[NfO],0.9,318.2,82.87,0.70072687,0.199273133277893,22.1,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8506,[BMIM][TDfO],[BMIM],[TDfO],0.9008,323.2,112,0.7955922,0.105207811164856,11.7,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
